Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra
5.6;25.3;19.7;Introdction;4;3.1;MC;DC;Z3;A3
25.4;44.6;19.2;Letra 1;4;3.2;MC;DI;Z3;A2
44.7;64.2;19.5;Letra 2 - Escobilla;4;3.3;MC;DI;Z3;A2
64.2;77.7;13.5;Letra;3;3.4;MC;DI;Z3;A3
77.8;86.8;9.0;Cierre Movimiento;1;3.4;MC;DI;Z1;A3
86.9;99.9;13.0;Escobilla comienzo;4;3.5;MC;DC;Z3;A2
100.0;110.7;10.7;Escobilla;4;3.6;MC;DI;Z3;A2
110.7;116.5;5.8;Pies;2;3.7;MC;DI;Z3;A3
116.6;122.2;5.6;Marcaje;2;3.7;MC;DI;Z2;A3
122.2;133.7;11.5;Marcaje;4;3.8;MC;DI;Z2;A2
133.8;144.9;11.1;Pies + Marcaje;4;3.9;MC;DI;Z3;A2
145.0;155.6;10.6;Llamada;4;3.10;MC;DI;Z3;A2
155.7;161.8;6.1;Cierre;4;3.11;MC;DI;Z2;A1

